Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-100142,2024-04-01,2024-04-05,Standard Class,CUST-4161,Customer 339,Corporate,United States,New York City,California,95415,Central,PROD-9934,Furniture,Chairs,Product 15,464.84,3,0.0,68.15
ORD-100143,2022-07-28,2022-08-02,First Class,CUST-7282,Customer 416,Corporate,United States,Houston,Texas,27243,Central,PROD-5741,Office Supplies,Binders,Product 83,222.07,1,0.0,65.98
ORD-100144,2023-02-14,2023-02-21,First Class,CUST-2402,Customer 948,Home Office,United States,Miami,Florida,47032,Central,PROD-4063,Technology,Copiers,Product 417,819.54,8,0.0,114.04
ORD-100145,2022-02-01,2022-02-05,Second Class,CUST-7619,Customer 249,Home Office,United States,Chicago,New York,71674,East,PROD-9786,Technology,Machines,Product 77,384.06,6,0.1,10.39
ORD-100146,2022-02-21,2022-02-22,Same Day,CUST-9874,Customer 708,Corporate,United States,New York City,New York,70328,Central,PROD-4085,Furniture,Furnishings,Product 394,39.99,7,0.05,0.29
ORD-100147,2024-08-01,2024-08-05,Standard Class,CUST-9054,Customer 749,Corporate,United States,Chicago,Florida,62136,East,PROD-6076,Technology,Copiers,Product 350,145.01,4,0.0,29.73
ORD-100148,2021-02-14,2021-02-16,Second Class,CUST-6337,Customer 652,Corporate,United States,Chicago,Texas,95679,West,PROD-5626,Technology,Machines,Product 373,849.66,10,0.0,169.3
ORD-100149,2024-04-21,2024-04-26,Second Class,CUST-3900,Customer 230,Corporate,United States,Chicago,Illinois,71076,West,PROD-3545,Technology,Phones,Product 32,548.18,5,0.2,-73.84
ORD-100150,2021-04-18,2021-04-25,First Class,CUST-1437,Customer 789,Home Office,United States,Chicago,New York,22724,West,PROD-3575,Technology,Machines,Product 350,422.01,5,0.1,17.34
ORD-100151,2023-10-04,2023-10-10,First Class,CUST-3801,Customer 600,Home Office,United States,Houston,New York,11821,West,PROD-9220,Office Supplies,Storage,Product 309,923.24,5,0.1,23.47
ORD-100152,2021-11-06,2021-11-13,First Class,CUST-7383,Customer 514,Consumer,United States,Chicago,California,42490,East,PROD-7181,Furniture,Tables,Product 289,116.07,4,0.0,13.96
ORD-100153,2024-12-30,2025-01-02,Standard Class,CUST-3454,Customer 607,Home Office,United States,Los Angeles,Texas,32927,Central,PROD-7444,Office Supplies,Binders,Product 436,653.65,6,0.0,66.39
ORD-100154,2021-07-22,2021-07-28,Second Class,CUST-6694,Customer 769,Consumer,United States,Houston,California,40370,Central,PROD-5869,Office Supplies,Paper,Product 47,350.93,10,0.1,49.67
ORD-100155,2021-02-06,2021-02-09,Second Class,CUST-7505,Customer 221,Home Office,United States,Chicago,California,25916,Central,PROD-8509,Furniture,Furnishings,Product 57,198.63,8,0.05,17.07
ORD-100156,2024-05-23,2024-05-29,First Class,CUST-1831,Customer 72,Home Office,United States,Houston,New York,48025,East,PROD-6696,Furniture,Tables,Product 361,164.14,6,0.05,33.88
ORD-100157,2021-10-01,2021-10-06,Second Class,CUST-3085,Customer 382,Consumer,United States,New York City,California,19300,East,PROD-1594,Furniture,Bookcases,Product 218,38.48,7,0.2,3.65
ORD-100158,2021-01-18,2021-01-22,Standard Class,CUST-9556,Customer 936,Home Office,United States,Miami,Texas,18104,South,PROD-6420,Furniture,Tables,Product 237,361.63,10,0.0,21.01
ORD-100159,2022-07-04,2022-07-09,Same Day,CUST-4925,Customer 108,Home Office,United States,Los Angeles,New York,72823,Central,PROD-7642,Technology,Machines,Product 19,931.23,7,0.0,193.05
ORD-100160,2024-11-30,2024-12-02,Second Class,CUST-2327,Customer 548,Corporate,United States,New York City,Texas,98283,East,PROD-5632,Technology,Machines,Product 306,310.78,4,0.1,45.61
ORD-100161,2024-09-25,2024-09-27,Standard Class,CUST-2652,Customer 988,Corporate,United States,Houston,Texas,81266,South,PROD-8553,Furniture,Tables,Product 376,614.23,5,0.2,50.91
ORD-100162,2024-10-07,2024-10-14,Same Day,CUST-4902,Customer 85,Consumer,United States,Miami,Illinois,51951,West,PROD-6053,Furniture,Bookcases,Product 34,647.91,7,0.05,116.11
ORD-100163,2022-02-24,2022-02-26,Standard Class,CUST-6893,Customer 114,Home Office,United States,New York City,Florida,24380,South,PROD-4216,Furniture,Furnishings,Product 290,860.1,8,0.1,-25.69
ORD-100164,2022-02-16,2022-02-19,Second Class,CUST-2165,Customer 72,Consumer,United States,New York City,California,29673,Central,PROD-1345,Technology,Copiers,Product 235,939.41,10,0.05,82.18
ORD-100165,2024-09-17,2024-09-24,Second Class,CUST-6589,Customer 757,Home Office,United States,Miami,California,99046,East,PROD-1780,Technology,Copiers,Product 376,594.38,1,0.2,4.97
ORD-100166,2021-11-11,2021-11-12,Standard Class,CUST-4693,Customer 399,Corporate,United States,New York City,Illinois,64051,South,PROD-6597,Office Supplies,Storage,Product 408,255.04,3,0.05,19.77
ORD-100167,2021-09-19,2021-09-21,First Class,CUST-7047,Customer 226,Corporate,United States,Chicago,Illinois,86865,Central,PROD-4761,Technology,Copiers,Product 473,209.08,8,0.2,-0.66
ORD-100168,2021-01-18,2021-01-25,Second Class,CUST-7778,Customer 207,Home Office,United States,Miami,Texas,49285,West,PROD-1732,Technology,Phones,Product 424,343.13,10,0.0,64.67
ORD-100169,2023-11-18,2023-11-19,Standard Class,CUST-2503,Customer 63,Home Office,United States,New York City,Texas,69705,South,PROD-8412,Furniture,Furnishings,Product 221,279.82,1,0.2,-2.13
ORD-100170,2021-04-14,2021-04-17,Standard Class,CUST-3587,Customer 644,Home Office,United States,Miami,Texas,21713,East,PROD-2814,Furniture,Chairs,Product 291,454.56,6,0.0,89.63
ORD-100171,2021-08-06,2021-08-09,Standard Class,CUST-9836,Customer 632,Corporate,United States,Miami,Texas,62727,West,PROD-9763,Office Supplies,Binders,Product 347,951.06,4,0.0,68.95
ORD-100172,2023-05-04,2023-05-05,First Class,CUST-6320,Customer 525,Corporate,United States,Chicago,Texas,70087,Central,PROD-6129,Office Supplies,Paper,Product 278,904.48,10,0.05,220.37
ORD-100173,2024-01-10,2024-01-15,First Class,CUST-9744,Customer 566,Consumer,United States,Chicago,California,69001,East,PROD-2543,Furniture,Tables,Product 244,539.56,9,0.0,120.45
ORD-100174,2022-05-18,2022-05-21,Second Class,CUST-1722,Customer 790,Consumer,United States,New York City,Illinois,64083,East,PROD-8478,Furniture,Tables,Product 158,123.41,5,0.1,14.44
ORD-100175,2024-10-26,2024-11-01,Second Class,CUST-7936,Customer 104,Consumer,United States,Miami,California,21349,West,PROD-3945,Office Supplies,Storage,Product 454,905.12,7,0.1,132.89
ORD-100176,2021-12-15,2021-12-19,Standard Class,CUST-1854,Customer 350,Corporate,United States,New York City,New York,15490,South,PROD-2760,Furniture,Tables,Product 190,219.58,3,0.1,35.5
ORD-100177,2022-12-04,2022-12-11,Same Day,CUST-1253,Customer 872,Consumer,United States,Chicago,California,28603,Central,PROD-6243,Office Supplies,Binders,Product 296,485.61,6,0.1,84.33
ORD-100178,2024-07-20,2024-07-26,Standard Class,CUST-3710,Customer 592,Corporate,United States,Chicago,New York,37274,Central,PROD-5835,Office Supplies,Paper,Product 437,137.54,5,0.0,27.88
ORD-100179,2024-05-20,2024-05-23,First Class,CUST-4397,Customer 15,Corporate,United States,Los Angeles,New York,47517,West,PROD-4556,Office Supplies,Storage,Product 147,132.22,2,0.0,15.2
ORD-100180,2023-08-23,2023-08-30,Same Day,CUST-1460,Customer 978,Home Office,United States,New York City,New York,17982,East,PROD-7142,Furniture,Furnishings,Product 425,558.68,6,0.0,70.38
ORD-100181,2024-01-04,2024-01-06,Standard Class,CUST-1142,Customer 417,Home Office,United States,New York City,Florida,85907,Central,PROD-6438,Technology,Phones,Product 494,246.7,4,0.0,65.24
ORD-100182,2023-04-13,2023-04-19,Same Day,CUST-4899,Customer 52,Consumer,United States,Houston,Texas,13872,East,PROD-2792,Office Supplies,Paper,Product 44,87.23,7,0.2,-7.18
ORD-100183,2022-08-09,2022-08-13,Second Class,CUST-2372,Customer 436,Consumer,United States,Los Angeles,California,46761,Central,PROD-1345,Furniture,Furnishings,Product 33,672.84,10,0.2,-5.39
ORD-100184,2023-12-01,2023-12-05,Second Class,CUST-2623,Customer 766,Home Office,United States,Miami,New York,97196,East,PROD-6894,Office Supplies,Accessories,Product 268,623.27,7,0.05,14.2
ORD-100185,2024-04-18,2024-04-20,Same Day,CUST-4521,Customer 268,Corporate,United States,Chicago,California,84752,Central,PROD-8837,Technology,Accessories,Product 137,497.99,10,0.2,-51.1
ORD-100186,2023-04-17,2023-04-24,First Class,CUST-4017,Customer 65,Home Office,United States,Chicago,Florida,58826,West,PROD-4029,Furniture,Chairs,Product 460,669.14,5,0.1,55.79
ORD-100187,2022-04-10,2022-04-12,Second Class,CUST-9512,Customer 761,Consumer,United States,Houston,New York,14648,West,PROD-6178,Furniture,Tables,Product 119,629.92,8,0.0,89.35
ORD-100188,2023-01-09,2023-01-13,First Class,CUST-8031,Customer 432,Home Office,United States,Los Angeles,Florida,86134,West,PROD-6765,Technology,Accessories,Product 13,172.23,4,0.2,-2.4
ORD-100189,2023-02-08,2023-02-13,Second Class,CUST-2704,Customer 746,Home Office,United States,Los Angeles,New York,41284,East,PROD-1112,Office Supplies,Storage,Product 161,855.84,5,0.2,35.82
ORD-100190,2021-01-27,2021-01-31,Standard Class,CUST-7401,Customer 545,Home Office,United States,Chicago,Illinois,39841,West,PROD-4179,Furniture,Chairs,Product 285,227.88,10,0.1,17.56
ORD-100191,2022-11-08,2022-11-15,First Class,CUST-6667,Customer 23,Corporate,United States,Miami,New York,36814,Central,PROD-4738,Technology,Machines,Product 492,266.28,10,0.1,10.81
ORD-100192,2024-02-08,2024-02-09,Second Class,CUST-8755,Customer 868,Home Office,United States,Los Angeles,New York,52454,West,PROD-8552,Furniture,Tables,Product 231,896.76,6,0.2,-103.01
ORD-100193,2024-08-04,2024-08-10,First Class,CUST-2000,Customer 140,Consumer,United States,Miami,California,44429,West,PROD-4876,Office Supplies,Accessories,Product 418,988.61,4,0.2,15.0
ORD-100194,2024-01-05,2024-01-09,First Class,CUST-5958,Customer 365,Corporate,United States,Houston,Illinois,81411,South,PROD-2114,Technology,Accessories,Product 154,583.27,6,0.05,68.74
ORD-100195,2023-05-02,2023-05-07,Standard Class,CUST-5075,Customer 712,Corporate,United States,New York City,Florida,94294,West,PROD-5640,Office Supplies,Accessories,Product 26,679.91,10,0.05,167.59
ORD-100196,2023-09-20,2023-09-22,First Class,CUST-7978,Customer 913,Home Office,United States,Chicago,Illinois,88277,West,PROD-5393,Office Supplies,Accessories,Product 76,810.89,9,0.0,99.4
ORD-100197,2024-12-25,2024-12-30,First Class,CUST-6642,Customer 475,Corporate,United States,Houston,Illinois,36794,West,PROD-1895,Technology,Phones,Product 13,556.14,1,0.05,64.71
ORD-100198,2021-04-09,2021-04-16,Second Class,CUST-2284,Customer 678,Consumer,United States,Los Angeles,Illinois,50761,West,PROD-5126,Office Supplies,Paper,Product 305,463.86,4,0.1,67.56
ORD-100199,2021-11-20,2021-11-24,First Class,CUST-2436,Customer 93,Corporate,United States,Chicago,Florida,69971,South,PROD-5767,Technology,Machines,Product 422,627.57,7,0.0,67.03
ORD-100200,2024-09-01,2024-09-06,First Class,CUST-7011,Customer 838,Corporate,United States,Chicago,Texas,35050,East,PROD-5905,Technology,Accessories,Product 369,923.96,10,0.2,4.87
ORD-100201,2023-12-01,2023-12-04,Standard Class,CUST-4518,Customer 49,Consumer,United States,Houston,California,36648,East,PROD-9435,Office Supplies,Storage,Product 481,662.28,3,0.1,110.76
ORD-100202,2024-11-18,2024-11-23,Second Class,CUST-1405,Customer 142,Consumer,United States,New York City,New York,63267,West,PROD-4578,Office Supplies,Accessories,Product 40,502.05,8,0.0,84.96
ORD-100203,2021-12-11,2021-12-13,Standard Class,CUST-5985,Customer 663,Home Office,United States,Houston,New York,55688,Central,PROD-2516,Furniture,Tables,Product 385,183.07,10,0.1,16.61
ORD-100204,2022-08-12,2022-08-13,Standard Class,CUST-5835,Customer 797,Consumer,United States,Los Angeles,California,16078,East,PROD-4580,Furniture,Chairs,Product 323,886.93,10,0.0,188.1
ORD-100205,2022-04-11,2022-04-16,First Class,CUST-6473,Customer 922,Consumer,United States,New York City,New York,51807,South,PROD-1176,Technology,Copiers,Product 438,862.02,8,0.0,247.14
ORD-100206,2024-02-03,2024-02-05,Standard Class,CUST-7116,Customer 349,Home Office,United States,Houston,California,22876,Central,PROD-4621,Office Supplies,Storage,Product 65,820.31,8,0.1,15.21
ORD-100207,2022-07-02,2022-07-04,Same Day,CUST-5608,Customer 778,Corporate,United States,Chicago,Illinois,90403,Central,PROD-7015,Office Supplies,Storage,Product 140,712.3,9,0.05,138.46
ORD-100208,2021-12-13,2021-12-19,Second Class,CUST-5115,Customer 789,Corporate,United States,Los Angeles,California,37137,East,PROD-2567,Furniture,Chairs,Product 456,640.79,10,0.05,100.13
ORD-100209,2021-12-09,2021-12-16,Second Class,CUST-9884,Customer 155,Home Office,United States,Houston,Illinois,60043,Central,PROD-4590,Technology,Phones,Product 100,233.49,2,0.0,40.4
ORD-100210,2022-03-06,2022-03-10,Standard Class,CUST-9608,Customer 887,Home Office,United States,Chicago,Florida,12154,East,PROD-6328,Technology,Machines,Product 195,269.75,10,0.2,-9.11
ORD-100211,2022-08-20,2022-08-27,Second Class,CUST-5493,Customer 115,Corporate,United States,Los Angeles,Illinois,94695,East,PROD-1849,Technology,Machines,Product 248,134.63,5,0.0,36.7
ORD-100212,2022-07-17,2022-07-22,First Class,CUST-5990,Customer 150,Consumer,United States,Chicago,Texas,90429,West,PROD-4669,Furniture,Tables,Product 395,457.51,6,0.2,23.44
ORD-100213,2021-11-15,2021-11-16,Same Day,CUST-3047,Customer 587,Corporate,United States,Miami,New York,24007,West,PROD-9297,Furniture,Chairs,Product 426,374.39,3,0.1,-10.92
ORD-100214,2023-08-22,2023-08-26,First Class,CUST-2290,Customer 636,Home Office,United States,Miami,California,32450,South,PROD-3151,Furniture,Furnishings,Product 230,328.26,10,0.2,-41.28
ORD-100215,2021-06-22,2021-06-27,First Class,CUST-5121,Customer 424,Corporate,United States,Miami,California,22499,West,PROD-9021,Furniture,Furnishings,Product 205,956.05,5,0.05,146.08
ORD-100216,2021-08-15,2021-08-17,Same Day,CUST-2453,Customer 109,Corporate,United States,Los Angeles,Illinois,86222,East,PROD-6948,Office Supplies,Storage,Product 155,290.22,1,0.05,33.2
ORD-100217,2022-04-02,2022-04-05,Second Class,CUST-6752,Customer 888,Corporate,United States,Miami,California,39494,Central,PROD-6535,Furniture,Chairs,Product 37,448.95,9,0.1,62.93
ORD-100218,2024-02-10,2024-02-12,Second Class,CUST-8445,Customer 313,Corporate,United States,New York City,Florida,29476,South,PROD-1061,Technology,Phones,Product 412,644.98,4,0.1,20.19
ORD-100219,2021-09-22,2021-09-23,Second Class,CUST-3637,Customer 122,Corporate,United States,Los Angeles,New York,69438,Central,PROD-4951,Technology,Accessories,Product 84,223.04,10,0.05,22.12
ORD-100220,2023-05-16,2023-05-18,Standard Class,CUST-6121,Customer 136,Home Office,United States,Houston,California,60917,South,PROD-5064,Technology,Phones,Product 142,921.53,5,0.0,175.33
ORD-100221,2022-11-06,2022-11-08,First Class,CUST-7849,Customer 617,Consumer,United States,Los Angeles,New York,26637,South,PROD-8076,Technology,Phones,Product 212,888.81,10,0.1,35.6
ORD-100222,2021-10-02,2021-10-05,Same Day,CUST-6207,Customer 506,Corporate,United States,Miami,New York,25860,Central,PROD-8752,Office Supplies,Binders,Product 411,168.91,1,0.1,-3.81
ORD-100223,2021-03-14,2021-03-16,Same Day,CUST-7667,Customer 801,Corporate,United States,Miami,New York,11097,West,PROD-6837,Technology,Phones,Product 438,307.31,1,0.0,78.24
ORD-100224,2021-10-02,2021-10-08,Second Class,CUST-7703,Customer 366,Consumer,United States,Chicago,Texas,14122,South,PROD-1810,Technology,Machines,Product 79,501.59,2,0.0,108.26
ORD-100225,2023-10-26,2023-10-29,Same Day,CUST-3699,Customer 592,Corporate,United States,Miami,California,77165,East,PROD-8797,Technology,Phones,Product 327,967.11,6,0.1,11.53
ORD-100226,2023-11-19,2023-11-26,First Class,CUST-6883,Customer 931,Corporate,United States,New York City,Florida,21480,West,PROD-5870,Furniture,Tables,Product 38,363.15,1,0.05,1.78
ORD-100227,2021-08-11,2021-08-13,First Class,CUST-4521,Customer 182,Consumer,United States,New York City,Texas,48397,South,PROD-4256,Office Supplies,Accessories,Product 305,837.74,4,0.1,120.77
ORD-100228,2023-05-09,2023-05-15,First Class,CUST-4625,Customer 692,Consumer,United States,Los Angeles,Florida,26864,South,PROD-2175,Furniture,Tables,Product 222,375.05,6,0.2,-38.1
ORD-100229,2022-09-06,2022-09-11,Standard Class,CUST-1045,Customer 222,Corporate,United States,Los Angeles,Illinois,87312,Central,PROD-5393,Technology,Machines,Product 395,898.85,2,0.2,75.31
ORD-100230,2021-06-01,2021-06-08,Same Day,CUST-1470,Customer 591,Home Office,United States,Los Angeles,New York,12409,East,PROD-1509,Furniture,Chairs,Product 345,796.11,6,0.05,7.76
ORD-100231,2023-08-08,2023-08-15,Standard Class,CUST-1378,Customer 870,Corporate,United States,Chicago,Texas,42465,East,PROD-2381,Furniture,Tables,Product 304,364.33,9,0.05,27.15
ORD-100232,2024-03-09,2024-03-13,Same Day,CUST-2560,Customer 730,Consumer,United States,Houston,New York,12810,South,PROD-3316,Furniture,Tables,Product 165,286.18,3,0.05,62.13
ORD-100233,2024-06-14,2024-06-21,Standard Class,CUST-8565,Customer 556,Home Office,United States,Los Angeles,California,99352,East,PROD-9264,Technology,Phones,Product 304,817.03,10,0.05,106.13
ORD-100234,2021-05-29,2021-06-03,Standard Class,CUST-9192,Customer 443,Corporate,United States,Houston,New York,47408,Central,PROD-8360,Office Supplies,Accessories,Product 30,785.41,3,0.05,56.65
ORD-100235,2024-02-08,2024-02-15,Second Class,CUST-2393,Customer 596,Corporate,United States,Chicago,Illinois,25395,West,PROD-3309,Office Supplies,Storage,Product 205,436.87,10,0.1,-17.31
ORD-100236,2022-06-21,2022-06-28,Standard Class,CUST-5519,Customer 983,Corporate,United States,Chicago,California,35679,West,PROD-7272,Furniture,Furnishings,Product 236,719.28,5,0.2,-91.23
ORD-100237,2021-07-10,2021-07-11,Standard Class,CUST-9977,Customer 536,Consumer,United States,Chicago,Texas,46335,East,PROD-4871,Technology,Accessories,Product 214,144.9,10,0.2,8.85
ORD-100238,2021-08-21,2021-08-25,Same Day,CUST-4488,Customer 714,Home Office,United States,Miami,Texas,55267,South,PROD-8682,Furniture,Tables,Product 330,157.64,3,0.0,12.38
ORD-100239,2022-03-18,2022-03-21,First Class,CUST-7571,Customer 263,Corporate,United States,Miami,Illinois,26332,South,PROD-3061,Furniture,Bookcases,Product 95,581.16,6,0.1,0.48
ORD-100240,2024-02-08,2024-02-13,Same Day,CUST-8975,Customer 94,Consumer,United States,Miami,California,98296,West,PROD-4629,Technology,Accessories,Product 267,359.12,5,0.05,15.23
ORD-100241,2024-07-15,2024-07-16,First Class,CUST-9253,Customer 790,Consumer,United States,Los Angeles,Illinois,86950,Central,PROD-3598,Technology,Phones,Product 9,904.32,2,0.2,-10.94
ORD-100242,2022-10-05,2022-10-11,Standard Class,CUST-8515,Customer 488,Home Office,United States,New York City,Texas,39056,South,PROD-9306,Office Supplies,Paper,Product 229,643.61,4,0.0,155.78
